word,definition,target 1,target 2,target,triviality_1,triviality_2,triviality,nontrivial,body_parts,misleading,lol,animals,people,places
commissional,"Of pertaining to, or conferring, a commission; conferred by a commission or warrant. [R.] Delegate or commissionary authority. Bp. Hall.",commission,,,100,100,100,False,False,False,False,False,False,False
tetradic,"Of or pertaining to a tetrad; possessing or having the characteristics of a tetrad; as, a carbon is a tetradic element.",tetrad,,,100,100,100,False,False,False,False,False,False,False
paraphernal,"Of or pertaining to paraphernalia; as, paraphernal property. Kent.",paraphernalia,,,100,100,100,False,False,False,False,False,False,False
virgin,"1. A woman who has had no carnal knowledge of man; a maid. 2. A person of the male sex who has not known sexual indulgence. [Archaic] Wyclif. These are they which were not defiled with women; for they are virgins. Rev. xiv. 4. He his flesh hath overcome; He was a virgin, as he said. Gower. 3. (Astron.)  See Virgo. 4. (Zoöl.)  Any one of several species of gossamer-winged butterflies of the family Lycænidæ. 5. (Zoöl.)  A female insect producing eggs from which young are hatched, though there has been no fecundation by a male; a parthenogenetic insect. The Virgin, or The Blessed Virgin, the Virgin Mary, the Mother of our Lord. -- Virgin's bower (Bot.), a name given to several climbing plants of the genus Clematis, as C. Vitalba of Europe, and C. Virginiana of North America.

1. Being a virgin; chaste; of or pertaining to a virgin; becoming a virgin; maidenly; modest; indicating modesty; as, a virgin blush. ""Virgin shame."" Cowley. Innocence and virgin modesty . . . That would be wooed, and unsought be won. Milton. 2. Pure; undefiled; unmixed; fresh; new; as, virgin soil; virgin gold. ""Virgin Dutch."" G. W. Cable. The white cold virgin snow upon my heart. Shak. A few ounces of mutton, with a little virgin oil. Landor. 3. Not yet pregnant; impregnant. Milton.

To act the virgin; to be or keep chaste; -- followed by it. See It, 5. [Obs.] ""My true lip hath virgined it e'er since [that kiss]."" Shak.",virgin,,,100,100,100,False,False,False,False,False,False,False
pyramidal,"1. Of or pertaining to a pyramid; in the form of a a pyramid; pyramidical; as, pyramidal cleavage. The mystic obelisks stand up Triangular, pyramidal. Mrs. Browning. 2. (Crystallog.)  Same as Tetragonal. Pyramidal numbers (Math.), certain series of figurate numbers expressing the number of balls or points that may be arranged in the form of pyramids. Thus 1, 4, 10, 20, 35, etc., are trangular pyramidal numbers; and 1, 5, 14, 30, 55, etc., are square pyramidal numbers.

One of the carpal bones. See Cuneiform, n., 2 (b).",pyramid,,,100,100,100,False,False,False,False,False,False,False
umbellated,"Bearing umbels; pertaining to an umbel; umbel-like; as, umbellate plants or flowers.",umbel,,,100,100,100,False,False,False,False,False,False,False
umbellate,"Bearing umbels; pertaining to an umbel; umbel-like; as, umbellate plants or flowers.",umbel,,,100,100,100,False,False,False,False,False,False,False
synochal,Of or pertaining to synocha; like synocha. [Obs.],synocha,,,100,100,100,False,False,False,False,False,False,False
fossil,"1. Dug out of the eart; as, fossil coal; fossil salt. 2. (Paleon.)  Like or pertaining to fossils; contained in rocks. whether petrified or not; as, fossil plants, shells. Fossil copal, a resinous substance, first found in the blue clay at Highgate, near London, and apparently a vegetable resin, partly changed by remaining in the earth. -- Fossil cork, flax, paper, or wood, varieties of amianthus. -- Fossil farina, a soft carbonate of lime. -- Fossil ore, fossiliferous red hematite. Raymond.

1. A substance dug from the earth. [Obs.] Note: Formerly all minerals were called fossils, but the word is now restricted to express the remains of animals and plants found buried in the earth. Ure. 2. (Paleon.)  The remains of an animal or plant found in stratified rocks. Most fossils belong to extinct species, but many of the later ones belong to species still living. 3. A person whose views and opinions are extremely antiquated; one whose sympathies are with a former time rather than with the present. [Colloq.]",fossils,,,100,100,100,False,False,False,False,False,False,False
blastodermic,Of or pertaining to the blastoderm.,blastoderm,,,100,100,100,False,False,False,False,False,False,False
orange,"1. The fruit of a tree of the genus Citrus (C. Aurantium). It is usually round, and consists of pulpy carpels, commonly ten in number, inclosed in a leathery rind, which is easily separable, and is reddish yellow when ripe. Note: There are numerous varieties of oranges; as, the bitter orange, which is supposed to be the original stock; the navel orange, which has the rudiment of a second orange imbedded in the top of the fruit; the blood orange, with a reddish juice; and the horned orange, in which the carpels are partly separated. 2. (Bot.)  The tree that bears oranges; the orange tree. 3. The color of an orange; reddish yellow. Mandarin orange. See Mandarin. -- Mock orange (Bot.), any species of shrubs of the genus Philadelphus, which have whitish and often fragrant blossoms. -- Native orange, or Orange thorn (Bot.), an Australian shrub (Citriobatus parviflorus); also, its edible yellow berries. -- Orange bird (Zoöl.), a tanager of Jamaica (Tanagra zena); -- so called from its bright orange breast. -- Orange cowry (Zoöl.), a large, handsome cowry (Cypræa aurantia), highly valued by collectors of shells on account of its rarity. -- Orange grass (Bot.), an inconspicuous annual American plant (Hypericum Sarothra), having minute, deep yellow flowers. -- Orange oil (Chem.), an oily, terpenelike substance obtained from orange rind, and distinct from neroli oil, which is obtained from the flowers. -- Orange pekoe, a kind of black tea. -- Orange pippin, an orange-colored apple with acid flavor. -- Quito orange, the orangelike fruit of a shrubby species of nightshade (Solanum Quitoense), native in Quito. -- Orange scale (Zoöl.) any species of scale insects which infests orange trees; especially, the purple scale (Mytilaspis citricola), the long scale (M. Gloveri), and the red scale (Aspidiotus Aurantii).

Of or pertaining to an orange; of the color of an orange; reddish yellow; as, an orange ribbon.",orange,,,100,100,100,False,False,False,False,False,False,False
clownish,"Of or resembling a clown, or characteristic of a clown; ungainly; awkward. ""Clownish hands."" Spenser. ""Clownish mimic."" Prior. -- Clown""ish*ly, adv. Syn. -- Coarse; rough; clumsy; awkward; ungainly; rude; uncivil; ill- bred; boorish; rustic; untutored.",clown,,,100,100,100,False,False,False,False,False,False,False
statistic,"Of or pertaining to statistics; as, statistical knowledge, statistical tabulation.",statistics,,,100,100,100,False,False,False,False,False,False,False
monolithic,Of or pertaining to a monolith; consisting of a single stone.,monolith,,,100,100,100,False,False,False,False,False,False,False
zygomatic,"Of, pertaining to, or in the region of, the zygoma. Zygomatic arch, the arch of bone beneath the orbit, formed in most mammals by the union of the malar, or jugal, with the zygomatic process of the temporal bone. In the lower vertebrates other bones may help to form it, and there may be two arches on each side of the skull, as in some reptiles. -- Zygomatic process, a process of the temporal or squamosal bone helping to form the zygomatic arch.",zygoma,,,100,100,100,False,False,False,False,False,False,False
protectoral,"Of or pertaining to a protector; protectorial; as, protectoral power.",protector,,,100,100,100,False,False,False,False,False,False,False
southern,"Of or pertaining to the south; situated in, or proceeding from, the south; situated or proceeding toward the south. Southern Cross (Astron.), a constellation of the southern hemisphere containing several bright stars so related in position as to resemble a cross. -- Southern Fish (Astron.), a constelation of the southern hemisphere (Piscis Australis) containing the bright star Fomalhaut. -- Southern States (U.S. Hist. & Geog.), the States of the American Union lying south of Pennsylvania and the Ohio River, with Arkansas, Louisiana, and Texas. Before the Civil War, Missouri also, being a slave State, was classed as one of the Southern States.

A Southerner. [R.]",south,,,100,100,100,False,False,False,False,False,False,False
foot,"1. (Anat.)  The terminal part of the leg of man or an animal; esp., the part below the ankle or wrist; that part of an animal upon which it rests when standing, or moves. See Manus, and Pes. 2. (Zoöl.)  The muscular locomotive organ of a mollusk. It is a median organ arising from the ventral region of body, often in the form of a flat disk, as in snails. See Illust. of Buccinum. 3. That which corresponds to the foot of a man or animal; as, the foot of a table; the foot of a stocking. 4. The lowest part or base; the ground part; the bottom, as of a mountain or column; also, the last of a row or series; the end or extremity, esp. if associated with inferiority; as, the foot of a hill; the foot of the procession; the foot of a class; the foot of the bed. And now at foot Of heaven's ascent they lift their feet. Milton. 5. Fundamental principle; basis; plan; -- used only in the singular. Answer directly upon the foot of dry reason. Berkeley. 6. Recognized condition; rank; footing; -- used only in the singular. [R.] As to his being on the foot of a servant. Walpole. 7. A measure of length equivalent to twelve inches; one third of a yard. See Yard. Note: This measure is supposed to be taken from the length of a man's foot. It differs in length in different countries. In the United States and in England it is 304.8 millimeters. 8. (Mil.)  Soldiers who march and fight on foot; the infantry, usually designated as the foot, in distinction from the cavalry. ""Both horse and foot."" Milton. 9. (Pros.)  A combination of syllables consisting a metrical element of a verse, the syllables being formerly distinguished by their quantity or length, but in modern poetry by the accent. 10. (Naut.)  The lower edge of a sail. Note: Foot is often used adjectively, signifying of or pertaining to a foot or the feet, or to the base or lower part. It is also much used as the first of compounds. Foot artillery. (Mil.) (a) Artillery soldiers serving in foot. (b) Heavy artillery. Farrow. -- Foot bank (Fort.), a raised way within a parapet. -- Foot barracks (Mil.), barracks for infantery. -- Foot bellows, a bellows worked by a treadle. Knight. -- Foot company (Mil.), a company of infantry. Milton. -- Foot gear, covering for the feet, as stocking, shoes, or boots. -- Foot hammer (Mach.), a small tilt hammer moved by a treadle. -- Foot iron. (a) The step of a carriage. (b) A fetter. -- Foot jaw. (Zoöl.) See Maxilliped. -- Foot key (Mus.), an organ pedal. -- Foot level (Gunnery), a form of level used in giving any proposed angle of elevation to a piece of ordnance. Farrow. -- Foot mantle, a long garment to protect the dress in riding; a riding skirt. [Obs.] -- Foot page, an errand boy; an attendant. [Obs.] -- Foot passenger, one who passes on foot, as over a road or bridge. -- Foot pavement, a paved way for foot passengers; a footway; a trottoir. -- Foot poet, an inferior poet; a poetaster. [R.] Dryden. -- Foot post. (a) A letter carrier who travels on foot. (b) A mail delivery by means of such carriers. -- Fot pound, and Foot poundal. (Mech.) See Foot pound and Foot poundal, in the Vocabulary. -- Foot press (Mach.), a cutting, embossing, or printing press, moved by a treadle. -- Foot race, a race run by persons on foot. Cowper. -- Foot rail, a railroad rail, with a wide flat flange on the lower side. -- Foot rot, an ulcer in the feet of sheep; claw sickness. -- Foot rule, a rule or measure twelve inches long. -- Foot screw, an adjusting screw which forms a foot, and serves to give a machine or table a level standing on an uneven place. -- Foot secretion. (Zoöl.) See Sclerobase. -- Foot soldier, a soldier who serves on foot. -- Foot stick (Printing), a beveled piece of furniture placed against the foot of the page, to hold the type in place. -- Foot stove, a small box, with an iron pan, to hold hot coals for warming the feet. -- Foot tubercle. (Zoöl.) See Parapodium. -- Foot valve (Steam Engine), the valve that opens to the air pump from the condenser. -- Foot vise, a kind of vise the jaws of which are operated by a treadle. -- Foot waling (Naut.), the inside planks or lining of a vessel over the floor timbers. Totten. -- Foot wall (Mining), the under wall of an inclosed vein. By foot, or On foot, by walking; as, to pass a stream on foot. -- Cubic foot. See under Cubic. -- Foot and mouth disease, a contagious disease (Eczema epizoötica) of cattle, sheep, swine, etc., characterized by the formation of vesicles and ulcers in the mouth and about the hoofs. -- Foot of the fine (Law), the concluding portion of an acknowledgment in court by which, formerly, the title of land was conveyed. See Fine of land, under Fine, n.; also Chirograph. (b). -- Square foot. See under Square. -- To be on foot, to be in motion, action, or process of execution. -- To keep the foot (Script.), to preserve decorum. ""Keep thy foot when thou goest to the house of God."" Eccl. v. 1. -- To put one's foot down, to take a resolute stand; to be determined. [Colloq.] -- To put the best foot foremost, to make a good appearance; to do one's best. [Colloq.] -- To set on foot, to put in motion; to originate; as, to set on foot a subscription. -- To put, or set, one on his feet, to put one in a position to go on; to assist to start. -- Under foot. (a) Under the feet; (Fig.) at one's mercy; as, to trample under foot. Gibbon. (b) Below par. [Obs.] ""They would be forced to sell . . . far under foot."" Bacon.

1. To tread to measure or music; to dance; to trip; to skip. Dryden. 2. To walk; -- opposed to ride or fly. Shak.

1. To kick with the foot; to spurn. Shak. 2. To set on foot; to establish; to land. [Obs.] What confederacy have you with the traitors Late footed in the kingdom Shak. 3. To tread; as, to foot the green. Tickell. 4. To sum up, as the numbers in a column; -- sometimes with up; as, to foot (or foot up) an account. 5. The size or strike with the talon. [Poet.] Shak. 6. To renew the foot of, as of stocking. Shak. To foot a bill, to pay it. [Colloq.] -- To foot it, to walk; also, to dance. If you are for a merry jaunt, I'll try, for once, who can foot it farthest. Dryden.",foot or the feet,,,100,100,100,False,False,False,False,False,False,False
northeast,"The point between the north and east, at an equal distance from each; the northeast part or region.

Of or pertaining to the northeast; proceeding toward the northeast, or coming from that point; as, a northeast course; a northeast wind. Northeast passage, a passage or communication by sea between the Atlantic and Pacific oceans along the north coast of Asia.

Toward the northeast.",northeast,,,100,100,100,False,False,False,False,False,False,False
metaphoric,"Of or pertaining to metaphor; comprising a metaphor; not literal; figurative; tropical; as, a metaphorical expression; a metaphorical sense. -- Met`a*phor""ic*al*ly, adv. -- Met`a*phor""ic*al*ness, n.",metaphor,,,100,100,100,False,False,False,False,False,False,False
critic,"1. One skilled in judging of the merits of literary or artistic works; a connoisseur; an adept; hence, one who examines literary or artistic works, etc., and passes judgment upon them; a reviewer. The opininon of the most skillful critics was, that nothing finer [than Goldsmith's ""Traveler""] had appeared in verse since the fourth book of the ""Dunciad."" Macaulay. 2. One who passes a rigorous or captious judgment; one who censures or finds fault; a harsh examiner or judge; a caviler; a carper. When an author has many beauties consistent with virtue, piety, and truth, let not little critics exalt themselves, and shower down their ill nature. I. Watts. You know who the critics are the men who have failed in literature and art. Beaconsfield. 3. The art of criticism. [Obs.] Locke. 4. An act of criticism; a critique. [Obs.] And make each day a critic on the last. Pope.

Of or pertaining to critics or criticism; critical. [Obs.] ""Critic learning."" Pope.

To criticise; to play the critic. [Obs.] Nay, if you begin to critic once, we shall never have done. A. Brewer.",critics or criticism,,,100,100,100,False,False,False,False,False,False,False
testamental,"Of or pertaining to a testament; testamentary. Thy testamental cup I take, And thus remember thee. J. Montgomery.",testament,,,100,100,100,False,False,False,False,False,False,False
sphenoid,"1. Wedge-shaped; as, a sphenoid crystal. 2. (Anat.)  Of or pertaining to the sphenoid bone. Sphenoid bone (Anat.), an irregularly shaped bone in front of the occipital in the base of the skull of the higher vertebrates. It is composed of several fetal bones which become united the adult. See Alisphenoid, Basisphenoid, Orbitosphenoid, Presphenoid.

1. (Crystallog.)  A wedge-shaped crystal bounded by four equal isosceles triangles. It is the hemihedral form of a square pyramid. 2. (Anat.)  The sphenoid bone.",sphenoid bone,,,100,100,100,False,False,False,False,False,False,False
rubric,"That part of any work in the early manuscripts and typography which was colored red, to distinguish it from other portions. Hence, specifically: (a) A titlepage, or part of it, especially that giving the date and place of printing; also, the initial letters, etc., when printed in red. (b) (Law books) The title of a statute; -- so called as being anciently written in red letters. Bell. (c) (Liturgies) The directions and rules for the conduct of service, formerly written or printed in red; hence, also, an ecclesiastical or episcopal injunction; -- usually in the plural. All the clergy in England solemnly pledge themselves to observe the rubrics. Hook. (d) Hence, that which is established or settled, as by authority; a thing definitely settled or fixed. Cowper. Nay, as a duty, it had no place or rubric in human conceptions before Christianity. De Quincey.

To adorn ith red; to redden; to rubricate. [R.] Johnson.

1. Colored in, or marked with, red; placed in rubrics. What though my name stood rubric on the walls Or plaistered posts, with claps, in capitals Pope. 2. Of or pertaining to the rubric or rubrics. ""Rubrical eccentricities."" C. Kingsley.",rubric or rubrics,,,100,100,100,False,False,False,False,False,False,False
submultiple,"A number or quality which is contained in another an exact number of times, or is an aliquot part of it; thus, 7 is the submultiple of 56, being contained in it eight times.

Of or pertaining to a submultiple; being a submultiple; as, a submultiple number; submultiple ratio.",submultiple,,,100,100,100,False,False,False,False,False,False,False
dragon,"1. (Myth.)  A fabulous animal, generally represented as a monstrous winged serpent or lizard, with a crested head and enormous claws, and regarded as very powerful and ferocious. The dragons which appear in early paintings and sculptures are invariably representations of a winged crocodile. Fairholt. Note: In Scripture the term dragon refers to any great monster, whether of the land or sea, usually to some kind of serpent or reptile, sometimes to land serpents of a powerful and deadly kind. It is also applied metaphorically to Satan. Thou breakest the heads of the dragons in the waters. Ps. lxxiv. 13. Thou shalt tread upon the lion and adder; the young lion and the dragon shalt thou trample under feet. Ps. xci. 13. He laid hold on the dragon, that old serpent, which is the Devil and Satan, and bound him a thousand years. Rev. xx. 2. 2. A fierce, violent person, esp. a woman. Johnson. 3. (Astron.)  A constellation of the northern hemisphere figured as a dragon; Draco. 4. A luminous exhalation from marshy grounds, seeming to move through the air as a winged serpent. 5. (Mil. Antiq.)  A short musket hooked to a swivel attached to a soldier's belt; -- so called from a representation of a dragon's head at the muzzle. Fairholt. 6. (Zoöl.)  A small arboreal lizard of the genus Draco, of several species, found in the East Indies and Southern Asia. Five or six of the hind ribs, on each side, are prolonged and covered with weblike skin, forming a sort of wing. These prolongations aid them in making long leaps from tree to tree. Called also flying lizard. 7. (Zoöl.)  A variety of carrier pigeon. 8. (Her.)  A fabulous winged creature, sometimes borne as a charge in a coat of arms. Note: Dragon is often used adjectively, or in combination, in the sense of relating to, resembling, or characteristic of, a dragon. Dragon arum (Bot.), the name of several species of Arisæma, a genus of plants having a spathe and spadix. See Dragon root(below). -- Dragon fish (Zoöl.), the dragonet. -- Dragon fly (Zoöl.), any insect of the family Libellulidæ. They have finely formed, large and strongly reticulated wings, a large head with enormous eyes, and a long body; -- called also mosquito hawks. Their larvæ are aquatic and insectivorous. -- Dragon root (Bot.), an American aroid plant (Arisæma Dracontium); green dragon. -- Dragon's blood, a resinous substance obtained from the fruit of several species of Calamus, esp. from C. Rotang and C. Draco, growing in the East Indies. A substance known as dragon's blood is obtained by exudation from Dracæna Draco; also from Pterocarpus Draco, a tree of the West Indies and South America. The color is red, or a dark brownish red, and it is used chiefly for coloring varnishes, marbles, etc. Called also Cinnabar Græcorum. -- Dragon's head. (a) (Bot.) A plant of several species of the genus Dracocephalum. They are perennial herbs closely allied to the common catnip. (b) (Astron.) The ascending node of a planet, indicated, chiefly in almanacs, by the symbol Encyc. Brit. -- Dragon shell (Zoöl.), a species of limpet. -- Dragon's skin, fossil stems whose leaf scars somewhat resemble the scales of reptiles; -- a name used by miners and quarrymen. Stormonth. -- Dragon's tail (Astron.), the descending node of a planet, indicated by the symbol Dragon's head (above). -- Dragon's wort (Bot.), a plant of the genus Artemisia (A. dracunculus). -- Dragon tree (Bot.), a West African liliaceous tree (Dracæna Draco), yielding one of the resins called dragon's blood. See Dracæna. -- Dragon water, a medicinal remedy very popular in the earlier half of the 17th century. ""Dragon water may do good upon him."" Randolph (1640). -- Flying dragon, a large meteoric fireball; a bolide.",dragon,,,100,100,100,False,False,False,False,False,False,False
sarcomatous,Of or pertaining to sarcoma; resembling sarcoma.,sarcoma,,,100,100,100,False,False,False,False,False,False,False
juristic,"Of or pertaining to a jurist, to the legal profession, or to jurisprudence. [R.] ""Juristic ancestry."" Lowell.",jurist,,,100,100,100,False,False,False,False,False,False,False
scholiastic,"Of or pertaining to a scholiast, or his pursuits. Swift.",scholiast,,,100,100,100,False,False,False,False,False,False,False
thenar,"Of or pertaining to the thenar; corresponding to thenar; palmar.

(a) The palm of the hand. (b) The prominence of the palm above the base of the thumb; the thenar eminence; the ball of the thumb. Sometimes applied to the corresponding part of the foot.",thenar,,,100,100,100,False,False,False,False,False,False,False
southwestern,"Of or pertaining to the southwest; southwesterly; as, to sail a southwestern course.",southwest,,,100,100,100,False,False,False,False,False,False,False
stomatic,"Of or pertaining to a stoma; of the nature of a stoma.

A medicine for diseases of the mouth. Dunglison.",stoma,,,100,100,100,False,False,False,False,False,False,False
fruit,"1. Whatever is produced for the nourishment or enjoyment of man or animals by the processes of vegetable growth, as corn, grass, cotton, flax, etc.; -- commonly used in the plural. Six years thou shalt sow thy land, and shalt gather in the fruits thereof. Ex. xxiii. 10. 2. (Hort.)  The pulpy, edible seed vessels of certain plants, especially those grown on branches above ground, as apples, oranges, grapes, melons, berries, etc. See 3. 3. (Bot.)  The ripened ovary of a flowering plant, with its contents and whatever parts are consolidated with it. Note: Fruits are classified as fleshy, drupaceous, and -dry. Fleshy fruits include berries, gourds, and melons, orangelike fruita and pomes; drupaceous fruits are stony within and fleshy without, as peaches, plums, and chercies;and dry fruits are further divided into achenes, follicles, legumes, capsules, nuts, and several other kinds. 4. (Bot.)  The spore cases or conceptacles of flowerless plants, as of ferns, mosses, algae, etc., with the spores contained in them. 6. The produce of animals; offspring; young; as, the fruit of the womb, of the loins, of the body. King Edward's fruit, true heir to the English crown. Shak. 6. That which is produced; the effect or consequence of any action; advantageous or desirable product or result; disadvantageous or evil consequence or effect; as, the fruits of labor, of self-denial, of intemperance. The fruit of rashness. Shak. What I obtained was the fruit of no bargain. Burke. They shall eat the fruit of their doings. Is. iii 10. The fruits of this education became visible. Macaulay. Note: Fruit is frequently used adjectively, signifying of, for, or pertaining to a fruit or fruits; as, fruit bud; fruit frame; fruit jar; fruit knife; fruit loft; fruit show; fruit stall; fruit tree; etc. Fruit bat (Zoöl.), one of the Frugivora; -- called also fruit- eating bat. -- Fruit bud (Bot.), a bud that produces fruit; -- in most oplants the same as the power bud. Fruit dot (Bot.), a collection of fruit cases, as in ferns. See Sorus. -- Fruit fly (Zoöl.), a small dipterous insect of the genus Drosophila, which lives in fruit, in the larval state. -- Fruit jar, a jar for holding preserved fruit, usually made of glass or earthenware. -- Fruit pigeon (Zoöl.), one of numerous species of pigeons of the family Carpophagidæ, inhabiting India, Australia, and the Pacific Islands. They feed largely upon fruit. and are noted for their beautiful colors. -- Fruit sugar (Chem.), a kind of sugar occurring, naturally formed, in many ripe fruits, and in honey; levulose. The name is also, though rarely, applied to invert sugar, or to the natural mixture or dextrose and levulose resembling it, and found in fruits and honey. -- Fruit tree (Hort.), a tree cultivated for its edible fruit. -- Fruit worm (Zoöl.), one of numerous species of insect larvæ: which live in the interior of fruit. They are mostly small species of Lepidoptera and Diptera. -- Small fruits (Hort.), currants, raspberries, strawberries, etc.

To bear fruit. Chesterfield.",fruit or fruits,,,100,100,100,False,False,False,False,False,False,False
fatherly,"1. Like a father in affection and care; paternal; tender; protecting; careful. You have showed a tender, fatherly regard. Shak. 2. Of or pertaining to a father.",father,,,100,100,100,False,False,False,False,False,False,False
plasmatical,"1. Forming; shaping; molding. [Obs.] Dr. H. More. 2. (Biol.)  Of or pertaining to plasma; having the character of plasma; containing, or conveying, plasma.",plasma,,,100,100,100,False,False,False,False,False,False,False
possessionary,Of or pertaining to possession; arising from possession.,possession,,,100,100,100,False,False,False,False,False,False,False
odontoid,"(a) Having the form of a tooth; toothlike. (b) Of or pertaining to the odontoid bone or to the odontoid process. Odontoid bone (Anat.), a separate bone, in many reptiles, corresponding to the odontoid process. -- Odontoid process, or Odontoid peg (Anat.), the anterior process of the centrum of the second vertebra, or axis, in birds and mammals. See Axis.",odontoid bone or to the odontoid process,,,100,100,100,False,False,False,False,False,False,False
schizopodous,"Of or pertaining to a schizopod, or the Schizopoda.",schizopod,,,100,100,100,False,False,False,False,False,False,False
moony,1. Of or pertaining to the moon. Soft and pale as the moony beam. J. R. Drake. 2. Furnished with a moon; bearing a crescent. But soon the miscreant moony host Before the victor cross shall fly. Fenton. 3. Silly; weakly sentimental. [Colloq.] G. Eliot.,moon,,,100,100,100,False,False,False,False,False,False,False
westerly,"Of or pertaining to the west; toward the west; coming from the west; western.

Toward the west; westward.",west,,,100,100,100,False,False,False,False,False,False,False
stomachic,"1. Of or pertaining to the stomach; as, stomachic vessels. 2. Strengthening to the stomach; exciting the action of the stomach; stomachal; cordial.

A medicine that strengthens the stomach and excites its action.",stomach,,,100,100,100,False,False,False,False,False,False,False
spectatorial,Of or pertaining to a spectator. Addison.,spectator,,,100,100,100,False,False,False,False,False,False,False
transgressional,Of pertaining to transgression; involving a transgression.,transgression,,,100,100,100,False,False,False,False,False,False,False
forest,"1. An extensive wood; a large tract of land covered with trees; in the United States, a wood of native growth, or a tract of woodland which has never been cultivated. 2. (Eng. Law)  A large extent or precinct of country, generally waste and woody, belonging to the sovereign, set apart for the keeping of game for his use, not inclosed, but distinguished by certain limits, and protected by certain laws, courts, and officers of its own. Burrill.

Of or pertaining to a forest; sylvan. Forest fly. (Zoöl.) (a) One of numerous species of blood-sucking flies, of the family Tabanidæ, which attack both men and beasts. See Horse fly. (b) A fly of the genus Hippobosca, esp. H. equina. See Horse tick. -- Forest glade, a grassy space in a forest. Thomson. -- Forest laws, laws for the protection of game, preservation of timber, etc., in forests. -- Forest tree, a tree of the forest, especially a timber tree, as distinguished from a fruit tree.

To cover with trees or wood.",forest,,,100,100,100,False,False,False,False,False,False,False
talcose,"Of or pertaining to talc; composed of, or resembling, talc.",talc,,,100,100,100,False,False,False,False,False,False,False
city,"1. A large town. 2. A corporate town; in the United States, a town or collective body of inhabitants, incorporated and governed by a mayor and aldermen or a city council consisting of a board of aldermen and a common council; in Great Britain, a town corporate, which is or has been the seat of a bishop, or the capital of his see. A city is a town incorporated; which is, or has been, the see of a bishop; and though the bishopric has been dissolved, as at Westminster, it yet remaineth a city. Blackstone When Gorges constituted York a city, he of course meant it to be the seat of a bishop, for the word city has no other meaning in English law. Palfrey 3. The collective body of citizens, or inhabitants of a city. ""What is the city but the people"" Shak. Syn. -- See Village.

Of or pertaining to a city. Shak. City council. See under Council. -- City court, The municipal court of a city. [U. S.] -- City ward, a watchman, or the collective watchmen, of a city. [Obs.] Fairfax.",city,,,100,100,100,False,False,False,False,False,False,False
clerkly,"Of or pertaining to a clerk. Cranmer.

In a scholarly manner. [Obs.] Shak.",clerk,,,100,100,100,False,False,False,False,False,False,False
negro,"A black man; especially, one of a race of black or very dark persons who inhabit the greater part of tropical Africa, and are distinguished by crisped or curly hair, flat noses, and thick protruding lips; also, any black person of unmixed African blood, wherever found.

of or pertaining to negroes; black. Negro bug (Zoöl.), a minute black bug common on the raspberry and blackberry. It produced a very disagreeable flavor. -- negro corn, the Indian millet or durra; -- so called in the West Indies. see Durra. McElrath. -- Negro fly (Zoöl.), a black dipterous fly (Psila rosæ) which, in the larval state, is injurious to carrots; -- called also carrot fly. -- Negro head (Com.), Cavendish tobacco. [Cant] McElrath. -- Negro monkey (Zoöl.), the moor monkey.",negroes,,,100,100,100,False,False,False,False,False,False,False
visional,Of or pertaining to a vision.,vision,,,100,100,100,False,False,False,False,False,False,False
motherly,"Of or pertaining to a mother; like, or suitable for, a mother; tender; maternal; as, motherly authority, love, or care. Hooker. Syn. -- Maternal; paternal. -- Motherly, Maternal. Motherly, being Anglo-Saxon, is the most familiar word of the two when both have the same meaning. Besides this, maternal is confined to the feelings of a mother toward her own children, whereas motherly has a secondary sense, denoting a care like that of a mother for her offspring. There is, perhaps, a growing tendency thus to separate the two, confining motherly to the latter signification. ""They termed her the great mother, for her motherly care in cherishing her brethren whilst young."" Sir W. Raleigh.

In a manner of a mother.",mother,,,100,100,100,False,False,False,False,False,False,False
cemental,"Of or pertaining to cement, as of a tooth; as, cemental tubes. R. Owen.",cement,,,100,100,100,False,False,False,False,False,False,False
