word,definition,target 1,target 2,target,triviality_1,triviality_2,triviality,nontrivial,body_parts,misleading,lol,animals,people,places
color,"1. A property depending on the relations of light to the eye, by which individual and specific differences in the hues and tints of objects are apprehended in vision; as, gay colors; sad colors, etc. Note: The sensation of color depends upon a peculiar function of the retina or optic nerve, in consequence of which rays of light produce different effects according to the length of their waves or undulations, waves of a certain length producing the sensation of red, shorter waves green, and those still shorter blue, etc. White, or ordinary, light consists of waves of various lengths so blended as to produce no effect of color, and the color of objects depends upon their power to absorb or reflect a greater or less proportion of the rays which fall upon them. 2. Any hue distinguished from white or black. 3. The hue or color characteristic of good health and spirits; ruddy complexion. Give color to my pale cheek. Shak. 4. That which is used to give color; a paint; a pigment; as, oil colors or water colors. 5. That which covers or hides the real character of anything; semblance; excuse; disguise; appearance. They had let down the boat into the sea, under color as though they would have cast anchors out of the foreship. Acts xxvii. 30. That he should die is worthy policy; But yet we want a color for his death. Shak. 6. Shade or variety of character; kind; species. Boys and women are for the most part cattle of this color. Shak. 7. A distinguishing badge, as a flag or similar symbol (usually in the plural); as, the colors or color of a ship or regiment; the colors of a race horse (that is, of the cap and jacket worn by the jockey). In the United States each regiment of infantry and artillery has two colors, one national and one regimental. Farrow. 8. (Law)  An apparent right; as where the defendant in trespass gave to the plaintiff an appearance of title, by stating his title specially, thus removing the cause from the jury to the court. Blackstone. Note: Color is express when it is asverred in the pleading, and implied when it is implied in the pleading. Body color. See under Body. -- Color blindness, total or partial inability to distinguish or recognize colors. See Daltonism. -- Complementary color, one of two colors so related to each other that when blended together they produce white light; -- so called because each color makes up to the other what it lacks to make it white. Artificial or pigment colors, when mixed, produce effects differing from those of the primary colors, in consequence of partial absorption. -- Of color (as persons, races, etc.), not of the white race; -- commonly meaning, esp. in the United States, of negro blood, pure or mixed. -- Primary colors, those developed from the solar beam by the prism, viz., red, orange, yellow, green, blue, indigo, and violet, which are reduced by some authors to three, -- red, green, and violet-blue. These three are sometimes called fundamental colors. -- Subjective or Accidental color, a false or spurious color seen in some instances, owing to the persistence of the luminous impression upon the retina, and a gradual change of its character, as where a wheel perfectly white, and with a circumference regulary subdiveded, is made to revolve rapidly over a dark object, the teeth, of the wheel appear to the eye of different shades of color varying with the rapidity of rotation. See Accidental colors, under Accidental.

1. To change or alter the bue or tint of, by dyeing, staining, painting, etc.; to dye; to tinge; to aint; to stain. The rays, to speak properly, are not colored; in them there is nothing else than a certain power and disposition to stir up a sensation of this or that color. Sir I. Newton. 2. To change or alter, as if by dyeing or painting; to give a false appearance to; usually, to give a specious appearance to; to cause to appear attractive; to make plausible; to palliate or excuse; as, the facts were colored by his prejudices. He colors the falsehood of Æneas by an express command from Jupiter to forsake the queen. Dryden. 3. To hide. [Obs.] That by his fellowship he color might Both his estate and love from skill of any wight. Spenser.

To acquire color; to turn red, especially in the face; to blush.",good health and spirits,,good health and spirits,40,100,40,True,False,False,False,False,False,False
wedded,"1. Joined in wedlock; married. Let wwedded dame. Pope. 2. Of or pertaining to wedlock, or marriage. ""Wedded love."" Milton.",wedlock,,wedlock,50,100,50,True,False,False,False,False,False,False
high-church,"Of or pertaining to, or favoring, the party called the High Church, or their doctrines or policy. See High Church, under High, a.",favoring,,favoring,21,100,21,True,False,False,False,False,False,False
miliolitic,Of or pertaining to the genus Miliola; containing miliolites.,genus Miliola,,genus Miliola,50,100,50,True,False,False,False,False,False,False
annual,"1. Of or pertaining to a year; returning every year; coming or happening once in the year; yearly. The annual overflowing of the river [Nile]. Ray. 2. Performed or accomplished in a year; reckoned by the year; as, the annual motion of the earth. A thousand pound a year, annual support. Shak. 2. Lasting or continuing only one year or one growing season; requiring to be renewed every year; as, an annual plant; annual tickets. Bacon.

1. A thing happening or returning yearly; esp. a literary work published once a year. 2. Anything, especially a plant, that lasts but one year or season; an annual plant. Oaths . . . in some sense almost annuals; . . . and I myself can remember about forty different sets. Swift. 3. (R. C. Ch.)  A Mass for a deceased person or for some special object, said daily for a year or on the anniversary day.",year,,year,25,100,25,True,False,False,False,False,False,False
noonday,"Midday; twelve o'clock in the day; noon.

Of or pertaining to midday; meridional; as, the noonday heat. ""Noonday walks."" Addison.",midday,,midday,50,100,50,True,False,False,False,False,False,False
madrilenian,"Of or pertaining to Madrid in Spain, or to its inhabitants. -- n.  A native or inhabitant of Madrid.",Madrid in Spain,,Madrid in Spain,55,100,55,True,False,False,False,False,False,True
glyphic,"Of or pertaining to sculpture or carving of any sort, esp. to glyphs.",sculpture or carving of any sort,,sculpture or carving of any sort,15,100,15,True,False,False,False,False,False,False
asiatic,"Of or pertaining to Asia or to its inhabitants. -- n.  A native, or one of the people, of Asia.",Asia or to its inhabitants,,Asia or to its inhabitants,43,100,43,True,False,False,False,False,False,False
wifelike,"Of, pertaining to, or like, a wife or a woman. "" Wifelike government."" Shak.",wife or a woman,,wife or a woman,50,100,50,True,False,False,False,False,False,False
multiphase,"Having many phases; specif. (Elec.),  pertaining to, or designating, a generator producing, or any system conveying or utilizing, two or more waves of pressure, or electromotive force, not in phase with each other; polyphase.",generator producing,,generator producing,20,100,20,True,False,False,False,False,False,False
confession,"1. Acknowledgment; avowal, especially in a matter pertaining to one's self; the admission of a debt, obligation, or crime. With a crafty madness keeps aloof, When we would bring him on to some confession Of his true state. Shak. 2. Acknowledgment of belief; profession of one's faith. With the mouth confession is made unto salvation. Rom. x. 10. 3. (Eccl.)  The act of disclosing sins or faults to a priest in order to obtain sacramental absolution. Auricular confession . . . or the private and special confession of sins to a priest for the purpose of obtaining his absolution. Hallam. 4. A formulary in which the articles of faith are comprised; a creed to be assented to or signed, as a preliminary to admission to membership of a church; a confession of faith. 5. (Law)  An admission by a party to whom an act is imputed, in relation to such act. A judicial confession settles the issue to which it applies; an extrajudical confession may be explained or rebutted. Wharton. Confession and avoidance (Law), a mode of pleading in which the party confesses the facts as stated by his adversary, but alleges some new matter by way of avoiding the legal effect claimed for them. Mozley & W. Confession of faith, a formulary containing the articles of faith; a creed. -- General confession, the confession of sins made by a number of persons in common, as in public prayer. -- Westminster Confession. See Westminster Assembly, under Assembly.",one's self,,one's self,53,100,53,True,False,False,False,False,False,False
appurtenant,"Annexed or pertaining to some more important thing; accessory; incident; as, a right of way appurtenant to land or buildings. Blackstone. Common appurtenatn. (Law) See under Common, n.

Something which belongs or appertains to another thing; an appurtenance. Mysterious appurtenants and symbols of redemption. Coleridge.",some more important thing,,some more important thing,55,100,55,True,False,False,False,False,False,False
sulphotungstic,"Of, pertaining to, or designating, hypothetical sulphacid of tungsten (called also sulphowolframic acid), analogous to sulphuric acid, and known in its salts.",hypothetical sulphacid of tungsten,,hypothetical sulphacid of tungsten,50,100,50,True,False,False,False,False,False,False
testamentary,"1. Of or pertaining to a will, or testament; as, letters testamentary. 2. Bequeathed by will; given by testament. How many testamentary charities have been defeated by the negligence or fraud of executors! Atterbury. 3. Done, appointed by, or founded on, a testament, or will; as, a testamentary guardian of a minor, who may be appointed by the will of a father to act in that capacity until the child becomes of age.",will,,will,0,100,0,True,False,False,False,False,False,False
half-tone,"1. (Fine Arts) (a) An intermediate or middle tone in a painting, engraving, photograph, etc.; a middle tint, neither very dark nor very light. (b) A half-tone photo-engraving. 2.  (Music) A half step.

Having, consisting of, or pertaining to, half tones; specif. (Photo-engraving),  pertaining to or designating plates, processes, or the pictures made by them, in which gradation of tone in the photograph is reproduced by a graduated system of dotted and checkered spots, usually nearly invisible to the unaided eye, produced by the interposition between the camera and the object of a screen. The name alludes to the fact that this process was the first that was practically successful in reproducing the half tones of the photograph.",half tones,plates,plates,89,40,40,True,False,False,False,False,False,False
priest,"1. (Christian Church)  A presbyter elder; a minister; specifically: (a) (R. C. Ch. & Gr. Ch.) One who is authorized to consecrate the host and to say Mass; but especially, one of the lowest order possessing this power. Murdock. (b) (Ch. of Eng. & Prot. Epis. Ch.)  A presbyter; one who belongs to the intermediate order between bishop and deacon. He is authorized to perform all ministerial services except those of ordination and confirmation. 2. One who officiates at the altar, or performs the rites of sacrifice; one who acts as a mediator between men and the divinity or the gods in any form of religion; as, Buddhist priests. ""The priests of Dagon."" 1 Sam. v. 5. Then the priest of Jupiter . . . brought oxen and garlands . . . and would have done sacrifice with the people. Acts xiv. 13. Every priest taken from among men is ordained for men in things pertaining to God, that he may offer both gifts and sacrifices for sins. Heb. v. 1. Note: In the New Testament presbyters are not called priests; but Christ is designated as a priest, and as a high priest, and all Christians are designated priests.

To ordain as priest.",God,,God,0,100,0,True,False,False,False,False,False,False
cadmean,"Of or pertaining to Cadmus, a fabulous prince of Thebes, who was said to have introduced into Greece the sixteen simple letters of the alphabet -- Cadmean letters. Cadmean victory, a victory that damages the victors as much as the vanquished; probably referring to the battle in which the soldiers who sprang from the dragon's teeth sown by Cadmus slew each other.",Cadmus,,Cadmus,50,100,50,True,False,False,False,False,True,False
presidiary,"Of or pertaining to a garrison; having a garrison. There are three presidial castles in this city. Howell.

A guard. [Obs.] ""Heavenly presidiaries."" Bp. Hall.",garrison,,garrison,25,100,25,True,False,False,False,False,False,False
sardonic,"Forced; unnatural; insincere; hence, derisive, mocking, malignant, or bitterly sarcastic; -- applied only to a laugh, smile, or some facial semblance of gayety. Where strained, sardonic smiles are glozing still, And grief is forced to laugh against her will. Sir H. Wotton. The scornful, ferocious, sardonic grin of a bloody ruffian. Burke. Sardonic grin or laugh, an old medical term for a spasmodic affection of the muscles of the face, giving it an appearance of laughter.

Of, pertaining to, or resembling, a kind of linen made at Colchis.",kind of linen made at Colchis,,kind of linen made at Colchis,25,100,25,True,False,False,False,False,False,False
heliocentrical,"pertaining to the sun's center, or appearing to be seen from it; having, or relating to, the sun as a center; -- opposed to geocentrical. Heliocentric parallax. See under Parallax. -- Heliocentric place, latitude, longitude, etc. (of a heavenly body), the direction, latitude, longitude, etc., of the body as viewed from the sun.",sun's center,,sun's center,42,100,42,True,False,False,False,False,False,False
glyptic,1. Of or pertaining to gem engraving. 2. (Min.)  Figured; marked as with figures.,gem engraving,,gem engraving,29,100,29,True,False,False,False,False,False,False
primipilar,Of or pertaining to the captain of the vanguard of a Roman army. Barrow.,captain of the vanguard of a Roman army,,captain of the vanguard of a Roman army,30,100,30,True,False,False,False,False,False,False
tiglic,"Of, pertaining to, or designating, an acid, C4H7CO2H (called also methyl crotonic acid), homologous with crotonic acid, and obtained from croton oil (from Croton Tiglium) as a white crystalline substance.",acid,,acid,25,100,25,True,False,False,False,False,False,False
scioptic,"Of or pertaining to an optical arrangement for forming images in a darkened room, usually called scioptic ball. Scioptic ball (Opt.), the lens of a camera obscura mounted in a wooden ball which fits a socket in a window shutter so as to be readily turned, like the eye, to different parts of the landscape.",optical arrangement for forming images in a darkened room,,optical arrangement for forming images in a darkened room,25,100,25,True,False,False,False,False,False,False
vernal,"1. Of or pertaining to the spring; appearing in the spring; as, vernal bloom. 2. Fig.: Belonging to youth, the spring of life. When after the long vernal day of life. Thomson. And seems it hard thy vernal years Few vernal joys can show Keble. Vernal equinox (Astron.), the time when the sun crosses the equator when proceeding northward. -- Vernal grass (Bot.), a low, soft grass (Anthoxanthum odoratum), producing in the spring narrow spikelike panicles, and noted for the delicious fragrance which it gives to new-mown hay; -- also called sweet vernal grass. See Illust. in Appendix. -- Vernal signs (Astron.), the signs, Aries, Taurus, and Gemini, in which the sun appears between the vernal equinox and summer solstice.",spring,,spring,33,100,33,True,False,False,False,False,False,False
seljukian,"Of or pertaining to Seljuk, a Tartar chief who embraced Mohammedanism, and began the subjection of Western Asia to that faith and rule; of or pertaining to the dynasty founded by him, or the empire maintained by his descendants from the 10th to the 13th century. J. H. Newman.

A member of the family of Seljuk; an adherent of that family, or subject of its government; (pl.) the dynasty of Turkish sultans sprung from Seljuk.",Seljuk,dynasty founded by him,dynasty founded by him,83,33,33,True,False,False,False,False,False,False
polygonaceous,"Of or pertaining to a natural order of apetalous plants (Polygonaceæ), of which the knotweeds (species of Polygonum) are the type, and which includes also the docks (Rumex), the buckwheat, rhubarb, sea grape (Coccoloba), and several other genera.",natural order of apetalous plants,,natural order of apetalous plants,46,100,46,True,False,False,False,False,False,False
meretricious,"1. Of or pertaining to prostitutes; having to do with harlots; lustful; as, meretricious traffic. 2. Resembling the arts of a harlot; alluring by false show; gaudily and deceitfully ornamental; tawdry; as, meretricious dress or ornaments. -- Mer`e*tri""cious*ly, adv. -- Mer`e*tri""cious*ness, n.",prostitutes,,prostitutes,45,100,45,True,False,False,False,False,False,False
obstetrical,"Of or pertaining to midwifery, or the delivery of women in childbed; as, the obstetric art. Obstetrical toad (Zoöl.), a European toad of the genus Alytes, especially A. obstetricans. The eggs are laid in a string which the male winds around his legs, and carries about until the young are hatched.",midwifery,,midwifery,22,100,22,True,False,False,False,False,False,False
apocalyptical,"Of or pertaining to a revelation, or, specifically, to the Revelation of St. John; containing, or of the nature of, a prophetic revelation. Apocolyptic number, the number 666, mentioned in Rev. xiii. 18. It has been variously interpreted.",revelation,,revelation,30,100,30,True,False,False,False,False,False,False
uranic,"1. Of or pertaining to the heavens; celestial; astronomical. On I know not what telluric or uranic principles. Carlyle. 2. (Chem.)  Pertaining to, resembling, or containing uranium; specifically, designating those compounds in which uranium has a valence relatively higher than in uranous compounds.",heavens,,heavens,33,100,33,True,False,False,False,False,False,False
hylic,"Of or pertaining to matter; material; corporeal; as, hylic influences.",matter,,matter,0,100,0,True,False,False,False,False,False,False
devilish,"1. Resembling, characteristic of, or pertaining to, the devil; diabolical; wicked in the extreme. ""Devilish wickedness."" Sir P. Sidney. This wisdom descendeth not from above, but is earthly, sensual, devilish. James iii. 15. 2. Extreme; excessive. [Colloq.] Dryden. Syn. -- Diabolical; infernal; hellish; satanic; wicked; malicious; detestable; destructive. -- Dev""il*ish*ly, adv. -- Dev""il*ish*ness, n.",pertaining to,devil,pertaining to,38,100,38,True,False,False,False,False,False,False
amphitheatrical,"Of, pertaining to, exhibited in, or resembling, an amphitheater.",or resembling,,or resembling,15,100,15,True,False,False,False,False,False,False
ducal,Of or pertaining to a duke. His ducal cap was to be exchanged for a kingly crown. Motley.,duke,,duke,50,100,50,True,False,False,False,False,False,False
scriptory,"Of or pertaining to writing; expressed in writing; used in writing; as, scriptory wills; a scriptory reed. [R.] Swift.",writing,,writing,43,100,43,True,False,False,False,False,False,False
paleozoic,"Of or pertaining to, or designating, the older division of geological time during which life is known to have existed, including the Silurian, Devonian, and Carboniferous ages, and also to the life or rocks of those ages. See Chart of Geology.",older division of geological time during which life is known to have existed,,older division of geological time during which life is known to have existed,33,100,33,True,False,False,False,False,False,False
iridian,Of or pertaining to the iris or rainbow.,iris or rainbow,,iris or rainbow,45,100,45,True,False,False,False,False,False,False
nummulary,"1. Of or pertaining to coin or money; pecuniary; as, the nummulary talent. 2. (Pathol.)  Having the appearance or form of a coin. ""Nummular sputa."" Sir T. Watson.",coin or money,,coin or money,27,100,27,True,False,False,False,False,False,False
calcific,Calciferous. Specifically: (Zoöl.) of or pertaining to hte portion of the which forms the eggshell in birds and reptiles. Huxley.,hte portion of the which forms the eggshell in birds and reptiles,,hte portion of the which forms the eggshell in birds and reptiles,38,100,38,True,False,False,False,False,False,False
orcadian,Of or pertaining to the Orkney Islands.,Orkney Islands,,Orkney Islands,27,100,27,True,False,False,False,False,False,True
indusial,"Of, pertaining to, or containing, the petrified cases of the larvæ of certain insects. Indusial limestone (Geol.), a fresh-water limestone, largely composed of the agglomerated cases of caddice worms, or larvæ of caddice flies (Phryganea). It is found in Miocene strata of Auvergne, France, and some other localities.",petrified cases of the larvæ of certain insects,,petrified cases of the larvæ of certain insects,38,100,38,True,False,False,False,False,False,False
tonsorial,"Of or pertaining to a barber, or shaving.",barber,,barber,17,100,17,True,False,False,False,False,False,False
novilunar,Of or pertaining to the new moon. [R.],new moon,,new moon,38,100,38,True,False,False,False,False,False,False
ranine,"1. (Zoöl.)  Of or pertaining to the frogs and toads. 2. (Anat.)  Pertaining to, or designating, a swelling under the tongue; also, pertaining to the region where the swelling occurs; -- applied especially to branches of the lingual artery and lingual vein.",frogs and toads,region where the swelling occurs,frogs and toads,33,50,33,True,False,False,False,True,False,False
sapindaceous,"Of or pertaining to an order of trees and shrubs (Sapindaceæ), including the (Typical) genus Sapindus, the maples, the margosa, and about seventy other genera.",order of trees and shrubs,,order of trees and shrubs,50,100,50,True,False,False,False,False,False,False
law,"1. In general, a rule of being or of conduct, established by an authority able to enforce its will; a controlling regulation; the mode or order according to which an agent or a power acts. Note: A law may be universal or particular, written or unwritten, published or secret. From the nature of the highest laws a degree of permanency or stability is always implied; but the power which makes a law, or a superior power, may annul or change it. These are the statutes and judgments and law, which the Lord made. Lev. xxvi. 46. The law of thy God, and the law of the King. Ezra vii. 26. As if they would confine the Interminable . . . Who made our laws to bind us, not himself. Milton. His mind his kingdom, and his will his law. Cowper. 2. In morals: The will of God as the rule for the disposition and conduct of all responsible beings toward him and toward each other; a rule of living, conformable to righteousness; the rule of action as obligatory on the conscience or moral nature. 3. The Jewish or Mosaic code, and that part of Scripture where it is written, in distinction from the gospel; hence, also, the Old Testament. What things soever the law saith, it saith to them who are under the law . . . But now the righteousness of God without the law is manifested, being witnessed by the law and the prophets. Rom. iii. 19, 21. 4. In human government: (a) An organic rule, as a constitution or charter, establishing and defining the conditions of the existence of a state or other organized community. (b) Any edict, decree, order, ordinance, statute, resolution, judicial, decision, usage, etc., or recognized, and enforced, by the controlling authority. 5. In philosophy and physics: A rule of being, operation, or change, so certain and constant that it is conceived of as imposed by the will of God or by some controlling authority; as, the law of gravitation; the laws of motion; the law heredity; the laws of thought; the laws of cause and effect; law of self-preservation. 6. In matematics: The rule according to which anything, as the change of value of a variable, or the value of the terms of a series, proceeds; mode or order of sequence. 7. In arts, works, games, etc.: The rules of construction, or of procedure, conforming to the conditions of success; a principle, maxim; or usage; as, the laws of poetry, of architecture, of courtesy, or of whist. 8. Collectively, the whole body of rules relating to one subject, or emanating from one source; -- including usually the writings pertaining to them, and judicial proceedings under them; as, divine law; English law; Roman law; the law of real property; insurance law. 9. Legal science; jurisprudence; the principles of equity; applied justice. Reason is the life of the law; nay, the common law itself is nothing else but reason. Coke. Law is beneficence acting by rule. Burke. And sovereign Law, that state's collected will O'er thrones and globes elate, Sits empress, crowning good, repressing ill. Sir W. Jones. 10. Trial by the laws of the land; judicial remedy; litigation; as, to go law. When every case in law is right. Shak. He found law dear and left it cheap. Brougham. 11. An oath, as in the presence of a court. [Obs.] See Wager of law, under Wager. Avogadro's law (Chem.), a fundamental conception, according to which, under similar conditions of temperature and pressure, all gases and vapors contain in the same volume the same number of ultimate molecules; -- so named after Avogadro, an Italian scientist. Sometimes called Ampère's law. -- Bode's law (Astron.), an approximative empirical expression of the distances of the planets from the sun, as follows: -- Mer. Ven. Earth. Mars. Aste. Jup. Sat. Uran. Nep. 4 4 4 4 4 4 4 4 4 0 3 6 12 24 48 96 192 384 -- -- -- -- -- -- -- --- ---4 7 10 16 28 52 100 196 388 5.9 7.3 10 15.2 27.4 52 95.4 192 300 where each distance (line third) is the sum of 4 and a multiple of 3 by the series 0, 1, 2, 4, 8, etc., the true distances being given in the lower line. -- Boyle's law (Physics), an expression of the fact, that when an elastic fluid is subjected to compression, and kept at a constant temperature, the product of the pressure and volume is a constant quantity, i. e., the volume is inversely proportioned to the pressure; -- known also as Mariotte's law, and the law of Boyle and Mariotte. -- Brehon laws. See under Brehon. -- Canon law, the body of ecclesiastical law adopted in the Christian Church, certain portions of which (for example, the law of marriage as existing before the Council of Tent) were brought to America by the English colonists as part of the common law of the land. Wharton. -- Civil law, a term used by writers to designate Roman law, with modifications thereof which have been made in the different countries into which that law has been introduced. The civil law, instead of the common law, prevails in the State of Louisiana. Wharton. -- Commercial law. See Law merchant (below). -- Common law. See under Common. -- Criminal law, that branch of jurisprudence which relates to crimes. -- Ecclesiastical law. See under Ecclesiastical. -- Grimm's law (Philol.), a statement (propounded by the German philologist Jacob Grimm) of certain regular changes which the primitive Indo-European mute consonants, so-called (most plainly seen in Sanskrit and, with some changes, in Greek and Latin), have undergone in the Teutonic languages. Examples: Skr. bhatr, L. frater, E. brother, G. bruder; L. tres, E. three, G. drei, Skr. go, E. cow, G. kuh; Skr. dha to put, Gr. ti-qe`-nai, E. do, OHG, tuon, G. thun. -- Kepler's laws (Astron.), three important laws or expressions of the order of the planetary motions, discovered by John Kepler. They are these: (1) The orbit of a planet with respect to the sun is an ellipse, the sun being in one of the foci. (2) The areas swept over by a vector drawn from the sun to a planet are proportioned to the times of describing them. (3) The squares of the times of revolution of two planets are in the ratio of the cubes of their mean distances. -- Law binding, a plain style of leather binding, used for law books; -- called also law calf. -- Law book, a book containing, or treating of, laws. -- Law calf. See Law binding (above). -- Law day. (a) Formerly, a day of holding court, esp. a court-leet. (b) The day named in a mortgage for the payment of the money to secure which it was given. [U. S.] -- Law French, the dialect of Norman, which was used in judicial proceedings and law books in England from the days of William the Conqueror to the thirty-sixth year of Edward III. -- Law language, the language used in legal writings and forms. -- Law Latin. See under Latin. -- Law lords, peers in the British Parliament who have held high judicial office, or have been noted in the legal profession. -- Law merchant, or Commercial law, a system of rules by which trade and commerce are regulated; -- deduced from the custom of merchants, and regulated by judicial decisions, as also by enactments of legislatures. -- Law of Charles (Physics), the law that the volume of a given mass of gas increases or decreases, by a definite fraction of its value for a given rise or fall of temperature; -- sometimes less correctly styled Gay Lussac's law, or Dalton's law. -- Law of nations. See International law, under International. -- Law of nature. (a) A broad generalization expressive of the constant action, or effect, of natural conditions; as, death is a law of nature; self-defense is a law of nature. See Law, 4. (b) A term denoting the standard, or system, of morality deducible from a study of the nature and natural relations of human beings independent of supernatural revelation or of municipal and social usages. -- Law of the land, due process of law; the general law of the land. -- Laws of honor. See under Honor. -- Laws of motion (Physics), three laws defined by Sir Isaac Newton: (1) Every body perseveres in its state of rest or of moving uniformly in a straight line, except so far as it is made to change that state by external force. (2) Change of motion is proportional to the impressed force, and takes place in the direction in which the force is impressed. (3) Reaction is always equal and opposite to action, that is to say, the actions of two bodies upon each other are always equal and in opposite directions. -- Marine law, or Maritime law, the law of the sea; a branch of the law merchant relating to the affairs of the sea, such as seamen, ships, shipping, navigation, and the like. Bouvier. -- Mariotte's law. See Boyle's law (above). -- Martial law.See under Martial. -- Military law, a branch of the general municipal law, consisting of rules ordained for the government of the military force of a state in peace and war, and administered in courts martial. Kent. Warren's Blackstone. -- Moral law,the law of duty as regards what is right and wrong in the sight of God; specifically, the ten commandments given by Moses. See Law, 2. -- Mosaic, or Ceremonial, law. (Script.) See Law, 3. -- Municipal, or Positive, law, a rule prescribed by the supreme power of a state, declaring some right, enforcing some duty, or prohibiting some act; -- distinguished from international and constitutional law. See Law, 1. -- Periodic law. (Chem.) See under Periodic. -- Roman law, the system of principles and laws found in the codes and treatises of the lawmakers and jurists of ancient Rome, and incorporated more or less into the laws of the several European countries and colonies founded by them. See Civil law (above). -- Statute law, the law as stated in statutes or positive enactments of the legislative body. -- Sumptuary law. See under Sumptuary. -- To go to law, to seek a settlement of any matter by bringing it before the courts of law; to sue or prosecute some one. -- To take, or have, the law of, to bring the law to bear upon; as, to take the law of one's neighbor. Addison. -- Wager of law. See under Wager. Syn. -- Justice; equity. -- Law, Statute, Common law, Regulation, Edict, Decree. Law is generic, and, when used with reference to, or in connection with, the other words here considered, denotes whatever is commanded by one who has a right to require obedience. A statute is a particular law drawn out in form, and distinctly enacted and proclaimed. Common law is a rule of action founded on long usage and the decisions of courts of justice. A regulation is a limited and often, temporary law, intended to secure some particular end or object. An edict is a command or law issued by a sovereign, and is peculiar to a despotic government. A decree is a permanent order either of a court or of the executive government. See Justice.

Same as Lawe, v. t. [Obs.]

An exclamation of mild surprise. [Archaic or Low]",them,,them,0,100,0,True,False,False,False,False,False,False
viatic,Of or pertaining to a journey or traveling.,journey or traveling,,journey or traveling,33,100,33,True,False,False,False,False,False,False
uropoetic,"1. (Med.)  Producing, or favoring the production of, urine. 2. (Zoöl.)  Of, pertaining to, or designating, a system of organs which eliminate nitrogenous waste matter from the blood of certain invertebrates.",system of organs which eliminate nitrogenous waste matter from the blood of certain invertebrates,,system of organs which eliminate nitrogenous waste matter from the blood of certain invertebrates,44,100,44,True,True,False,False,False,False,False
-ic,"1. A suffix signifying, in general, relating to, or characteristic of; as, historic, hygienic, telegraphic, etc. 2. (Chem.)  A suffix, denoting that the element indicated enters into certain compounds with its highest valence, or with a valence relatively higher than in compounds where the name of the element ends in -ous; as, ferric, sulphuric. It is also used in the general sense of pertaining to; as, hydric, sodic, calcic.",as,as,as,0,0,0,True,False,False,False,False,False,False
atramentous,"Of or pertaining to ink; inky; black, like ink; as, atramental galls; atramentous spots.",ink,,ink,33,100,33,True,False,False,False,False,False,False
vaccine,"Of or pertaining to cows; pertaining to, derived from, or caused by, vaccinia; as, vaccine virus; the vaccine disease. -- n.  The virus of vaccinia used in vaccination.",cows,or caused by,cows,25,29,25,True,False,False,False,True,False,False
hemorrhoidal,"1. Of or pertaining to, or of the nature of, hemorrhoids. 2. (Anat.)  Of or pertaining to the rectum; rectal; as, the hemorrhoidal arteries, veins, and nerves.",hemorrhoids,rectum,rectum,91,22,22,True,True,False,False,False,False,False
ocean,"1. The whole body of salt water which covers more than three fifths of the surface of the globe; -- called also the sea, or great sea. Like the odor of brine from the ocean Comes the thought of other years. Longfellow. 2. One of the large bodies of water into which the great ocean is regarded as divided, as the Atlantic, Pacific, Indian, Arctic and Antarctic oceans. 3. An immense expanse; any vast space or quantity without apparent limits; as, the boundless ocean of eternity; an ocean of affairs. Locke.

Of or pertaining to the main or great sea; as, the ocean waves; an ocean stream. Milton.",main or great sea,,main or great sea,40,100,40,True,False,False,False,False,False,False
umbelliferous,"(a) Producing umbels. (b) Of or pertaining to a natural order (Umbelliferæ) of plants, of which the parsley, carrot, parsnip, and fennel are well-known examples.",natural order,,natural order,31,100,31,True,False,False,False,False,False,False
formicate,"Resembling, or pertaining to, an ant or ants.",ant or ants,,ant or ants,47,100,47,True,False,False,False,False,False,False
miniate,"To paint or tinge with red lead or vermilion; also, to decorate with letters, or the like, painted red, as the page of a manuscript. T. Wharton.

Of or pertaining to the color of red lead or vermilion; painted with vermilion.",color of red lead or vermilion,,color of red lead or vermilion,46,100,46,True,False,False,False,False,False,False
vatical,Of or pertaining to a prophet; prophetical. Bp. Hall.,prophet,,prophet,14,100,14,True,False,False,False,False,False,False
amish,"The Amish Mennonites.

Of, pertaining to, or designating, the followers of Jacob Amman, a strict Mennonite of the 17th century, who even proscribed the use of buttons and shaving as ""worldly conformity"". There are several branches of Amish Mennonites in the United States.",followers of Jacob Amman,,followers of Jacob Amman,20,100,20,True,False,False,False,False,False,False
arboreal,"1. Of or pertaining to a tree, or to trees; of nature of trees. Cowley. 2. Attached to, found in or upon, or frequenting, woods or trees; as, arboreal animals. Woodpeckers are eminently arboreal. Darwin.",tree,,tree,50,100,50,True,False,False,False,False,False,False
vesical,Of or pertaining to the bladder. Dunglison.,bladder,,bladder,14,100,14,True,False,False,False,False,False,False
palustrine,"Of, pertaining to, or living in, a marsh or swamp; marshy.",living in,,living in,33,100,33,True,False,False,False,False,False,False
gingival,Of or pertaining to the gums. Holder.,gums,,gums,25,100,25,True,True,False,False,False,False,False
angevine,Of or pertaining to Anjou in France. -- n. A native of Anjou.,Anjou in France,,Anjou in France,38,100,38,True,False,False,False,False,False,False
erinaceous,"Of the Hedgehog family; like, or characteristic of, a hedgehog.",hedgehog,,hedgehog,33,100,33,True,False,False,False,True,False,False
osteoplastic,"1. (Physiol.)  Producing bone; as, osteoplastic cells. 2. (Med.)  Of or pertaining to the replacement of bone; as, an osteoplastic operation.",replacement of bone,,replacement of bone,42,100,42,True,False,False,False,False,False,False
